customerid,domestic,recency_score,frequency_score,monetary_score,cust_matrix
552857,True,1,2,3,lost_cust
17073,True,3,3,3,star_cust
562420,True,1,2,3,lost_cust
13381,True,2,3,3,problem_cust
12444,False,3,3,3,star_cust
550636,True,1,2,2,lost_cust
556459,True,1,2,3,lost_cust
549524,True,1,2,2,lost_cust
14944,True,2,3,3,problem_cust
553013,True,1,2,3,lost_cust
16407,True,3,3,3,star_cust
16470,True,2,3,2,problem_cust
547964,True,1,2,3,lost_cust
550542,True,1,2,3,lost_cust
14004,True,2,3,3,problem_cust
12688,False,1,1,3,lost_cust
17837,True,2,3,3,problem_cust
567665,True,1,2,2,lost_cust
554511,True,1,2,3,lost_cust
562717,True,1,2,3,lost_cust
18272,True,3,3,3,star_cust
544323,True,1,1,3,lost_cust
14669,True,1,3,3,lost_cust
13093,True,1,3,3,lost_cust
13362,True,3,3,3,star_cust
549023,True,1,2,2,lost_cust
17644,True,3,3,3,star_cust
17001,True,3,3,3,star_cust
543013,True,1,1,2,lost_cust
17728,True,3,3,3,star_cust
14907,True,3,3,3,star_cust
15687,True,3,3,3,star_cust
14662,True,2,3,2,problem_cust
12473,False,1,2,3,lost_cust
15838,True,3,3,3,star_cust
15574,True,1,3,2,lost_cust
16678,True,3,3,3,star_cust
16511,True,3,3,2,star_cust
17591,True,1,3,3,lost_cust
564825,True,1,2,3,lost_cust
16085,True,3,3,2,star_cust
546888,True,1,2,2,lost_cust
16303,True,2,3,3,problem_cust
550541,True,1,2,3,lost_cust
14125,True,3,3,3,star_cust
572540,True,2,2,3,problem_cust
561820,True,1,2,3,lost_cust
548191,True,1,2,3,lost_cust
13437,True,3,3,3,star_cust
16283,True,3,3,3,star_cust
12370,False,2,3,3,problem_cust
18198,True,3,3,3,star_cust
16837,True,2,3,3,problem_cust
545217,True,1,1,3,lost_cust
13654,True,2,3,3,problem_cust
13596,True,3,2,2,new_cust
15218,True,3,3,3,star_cust
565231,True,1,2,3,lost_cust
543660,True,1,1,2,lost_cust
579471,True,3,2,3,new_cust
16019,True,2,3,3,problem_cust
14179,True,2,2,2,problem_cust
546306,True,1,1,3,lost_cust
15527,True,3,3,3,star_cust
13880,True,3,3,3,star_cust
566603,True,1,2,3,lost_cust
14592,True,2,3,2,problem_cust
18229,True,3,3,3,star_cust
16800,True,3,1,3,new_cust
12708,False,2,3,3,problem_cust
548194,True,1,2,3,lost_cust
17213,True,2,3,3,problem_cust
14503,True,3,3,3,star_cust
15506,True,3,3,2,star_cust
12668,False,3,3,3,star_cust
14175,True,1,3,3,lost_cust
561214,True,1,2,3,lost_cust
550499,True,1,2,2,lost_cust
13394,True,3,3,3,star_cust
571714,True,2,2,2,problem_cust
16898,True,2,3,2,problem_cust
14334,True,3,3,3,star_cust
17084,True,2,2,3,problem_cust
13507,True,3,3,3,star_cust
14299,True,3,3,3,star_cust
551718,True,1,2,3,lost_cust
14016,False,1,3,3,lost_cust
554310,True,1,2,3,lost_cust
547830,True,1,2,3,lost_cust
17659,True,3,3,3,star_cust
552234,True,1,2,3,lost_cust
14121,True,3,3,3,star_cust
12562,False,3,3,3,star_cust
15511,True,3,3,2,star_cust
14971,True,2,3,2,problem_cust
571797,True,2,2,3,problem_cust
555277,True,1,2,2,lost_cust
561369,True,1,2,3,lost_cust
13090,True,3,3,3,star_cust
13949,True,3,3,3,star_cust
15916,True,3,3,3,star_cust
544928,True,1,1,2,lost_cust
12779,False,2,3,3,problem_cust
14234,True,3,3,2,star_cust
18139,True,3,3,3,new_cust
12613,False,1,3,3,lost_cust
550987,True,1,2,2,lost_cust
12501,False,1,1,3,lost_cust
16877,True,3,3,2,star_cust
545333,True,1,1,3,lost_cust
12721,False,2,3,3,problem_cust
14842,True,2,3,3,problem_cust
16669,True,2,2,3,problem_cust
12678,False,2,3,3,problem_cust
15065,True,2,3,3,problem_cust
13426,True,3,3,3,star_cust
13971,True,3,3,3,star_cust
13373,True,1,2,3,lost_cust
12569,False,3,3,3,star_cust
16775,True,3,3,3,star_cust
15464,True,1,1,2,lost_cust
17774,True,1,3,2,lost_cust
555278,True,1,2,2,lost_cust
15628,True,3,3,3,star_cust
564857,True,1,2,3,lost_cust
15004,True,1,1,3,lost_cust
554512,True,1,2,2,lost_cust
16520,True,1,3,2,lost_cust
561218,True,1,2,2,lost_cust
14081,True,1,2,2,lost_cust
16316,True,1,3,3,lost_cust
14282,True,3,3,3,star_cust
553387,True,1,2,3,lost_cust
14110,True,3,3,3,star_cust
546406,True,1,1,3,lost_cust
17027,True,1,3,2,lost_cust
13384,True,2,3,3,problem_cust
15024,True,3,3,3,star_cust
15491,True,1,3,3,lost_cust
543909,True,1,1,2,lost_cust
13994,True,3,3,3,star_cust
15673,True,1,3,3,lost_cust
17069,True,2,3,3,problem_cust
12877,True,3,3,3,star_cust
16701,True,3,3,3,star_cust
541969,True,1,1,2,lost_cust
16788,True,1,2,2,lost_cust
553890,True,1,2,3,lost_cust
13883,True,3,3,3,star_cust
16332,True,2,3,3,problem_cust
18075,True,3,3,3,star_cust
570258,True,1,2,3,lost_cust
16340,True,1,1,2,lost_cust
16633,True,3,3,3,star_cust
15407,True,2,3,2,problem_cust
14629,True,3,2,2,star_cust
546892,True,1,2,2,lost_cust
556243,True,1,2,2,lost_cust
550986,True,1,2,3,lost_cust
14032,True,3,3,3,star_cust
547250,True,1,2,3,lost_cust
17566,True,3,2,2,star_cust
13956,True,3,3,2,star_cust
17203,True,2,3,3,problem_cust
14593,True,3,3,2,star_cust
12685,False,2,3,3,problem_cust
563093,True,1,2,2,lost_cust
16907,True,2,3,2,problem_cust
16725,True,1,3,2,lost_cust
562114,True,1,2,2,lost_cust
571061,True,1,2,3,lost_cust
561371,True,1,2,2,lost_cust
12970,True,3,3,2,star_cust
15906,True,3,3,3,star_cust
579787,True,3,2,3,new_cust
15281,True,1,3,3,lost_cust
16191,True,3,3,3,star_cust
15365,True,2,3,3,problem_cust
12520,False,1,3,3,lost_cust
550638,True,1,2,2,lost_cust
547967,True,1,2,3,lost_cust
12480,False,2,3,3,problem_cust
16809,True,3,3,2,star_cust
557500,True,1,2,2,lost_cust
16013,True,3,3,3,star_cust
562417,True,1,2,3,lost_cust
14952,True,1,3,3,lost_cust
16983,True,3,3,3,star_cust
15755,True,3,3,3,star_cust
14732,True,3,3,3,star_cust
13901,True,1,3,3,lost_cust
14243,True,3,3,3,star_cust
17071,True,2,3,3,problem_cust
542622,True,1,1,2,lost_cust
14428,True,3,3,3,star_cust
547547,True,1,2,2,lost_cust
13911,True,1,3,3,lost_cust
13644,True,3,3,3,star_cust
555923,True,1,2,3,lost_cust
16014,True,2,3,2,problem_cust
537640,True,1,1,3,lost_cust
17863,True,1,3,3,lost_cust
16466,True,2,3,3,problem_cust
538877,True,1,1,3,lost_cust
552520,True,1,2,3,lost_cust
553162,True,1,2,2,lost_cust
13208,True,1,3,2,lost_cust
17802,True,1,3,3,lost_cust
14868,True,3,3,3,star_cust
15862,True,3,3,2,star_cust
15769,True,3,3,3,star_cust
13632,True,2,3,3,problem_cust
12395,False,3,3,3,star_cust
12577,False,2,2,2,problem_cust
17700,True,3,3,3,star_cust
17979,True,2,3,2,problem_cust
13110,True,2,3,3,problem_cust
15581,True,1,3,2,lost_cust
16477,True,1,3,3,lost_cust
548522,True,1,2,3,lost_cust
16770,True,1,3,2,lost_cust
17545,True,2,3,2,problem_cust
17883,True,3,3,2,star_cust
17164,True,2,3,3,problem_cust
14487,True,2,3,2,problem_cust
558240,True,1,2,2,lost_cust
15089,True,3,3,3,star_cust
17921,True,1,3,2,lost_cust
536982,True,1,1,3,lost_cust
14482,True,3,3,3,star_cust
573553,True,2,2,3,problem_cust
544089,True,1,1,2,lost_cust
15051,True,3,3,3,star_cust
555924,True,1,2,3,lost_cust
15919,True,3,2,2,star_cust
14852,True,1,3,3,lost_cust
16916,True,2,2,2,problem_cust
13246,True,3,3,3,star_cust
15235,True,1,3,3,lost_cust
14262,True,3,3,3,star_cust
15006,True,2,1,2,lost_cust
13212,True,3,2,2,star_cust
543182,True,1,1,3,lost_cust
543399,True,1,1,2,lost_cust
13756,True,3,3,3,star_cust
13769,True,3,3,3,star_cust
13517,True,1,2,3,lost_cust
15860,True,2,3,2,problem_cust
12502,False,1,3,3,lost_cust
13126,True,3,3,3,star_cust
13862,True,3,3,3,star_cust
16240,True,2,2,3,problem_cust
552000,True,1,2,2,lost_cust
543358,True,1,1,2,lost_cust
17288,True,3,3,3,star_cust
15203,True,2,3,3,problem_cust
17812,True,3,3,2,star_cust
18196,True,1,2,2,lost_cust
14387,True,2,3,3,problem_cust
15987,True,3,3,2,star_cust
18260,True,1,3,3,lost_cust
17612,True,2,3,3,problem_cust
18168,True,1,3,3,lost_cust
18156,True,3,2,2,star_cust
543546,True,1,1,3,lost_cust
544598,True,1,1,2,lost_cust
15845,True,3,3,3,star_cust
15125,True,2,3,3,problem_cust
15854,True,3,3,3,star_cust
17504,True,1,3,3,lost_cust
17442,True,2,3,3,problem_cust
554054,True,1,2,2,lost_cust
538351,True,1,1,3,lost_cust
552702,True,1,2,3,lost_cust
15811,True,3,3,3,star_cust
14710,True,3,3,2,star_cust
13136,True,1,3,3,lost_cust
16871,True,3,3,3,star_cust
536865,True,1,1,3,lost_cust
17434,True,3,3,3,star_cust
18065,True,3,3,3,star_cust
16156,True,3,3,3,star_cust
14841,True,2,3,3,problem_cust
547385,True,1,2,2,lost_cust
548203,True,1,2,3,lost_cust
552493,True,1,2,3,lost_cust
15874,True,1,3,3,lost_cust
17516,True,3,3,2,star_cust
13924,True,3,3,3,star_cust
564820,True,1,2,2,lost_cust
13952,True,1,2,3,lost_cust
13804,True,2,3,3,problem_cust
14766,True,3,3,3,star_cust
553549,True,1,2,2,lost_cust
16222,True,1,1,2,lost_cust
13048,True,3,3,3,star_cust
17838,True,2,3,3,problem_cust
15373,True,3,3,3,star_cust
543530,True,1,1,2,lost_cust
539718,True,1,1,2,lost_cust
551174,True,1,2,2,lost_cust
17744,True,3,3,3,star_cust
12524,False,3,3,3,star_cust
13141,True,1,3,3,lost_cust
555925,True,1,2,2,lost_cust
16497,True,2,3,3,problem_cust
17314,True,2,3,3,problem_cust
16150,True,2,3,3,problem_cust
13555,True,1,3,3,lost_cust
13704,True,3,3,3,star_cust
17293,True,3,3,3,star_cust
16889,True,1,3,3,lost_cust
17114,True,3,3,2,star_cust
15022,True,3,3,2,star_cust
16460,True,2,3,2,problem_cust
13317,True,1,3,3,lost_cust
17422,True,3,3,3,star_cust
16258,True,2,3,3,problem_cust
18210,True,3,3,3,star_cust
549525,True,1,2,2,lost_cust
16225,True,2,3,2,problem_cust
17787,True,1,3,3,lost_cust
13021,True,3,3,3,star_cust
542664,True,1,1,3,lost_cust
12743,False,1,2,2,lost_cust
16057,True,3,3,3,star_cust
17131,True,3,3,3,star_cust
14623,True,2,3,2,problem_cust
13340,True,2,3,3,problem_cust
14135,True,3,3,3,star_cust
555722,True,1,2,3,lost_cust
14776,True,2,3,3,problem_cust
17444,False,1,2,3,lost_cust
12727,False,3,3,3,star_cust
14696,True,3,3,3,star_cust
16271,True,3,3,3,star_cust
13168,True,2,3,3,problem_cust
571305,True,1,2,3,lost_cust
15038,True,1,3,2,lost_cust
15827,True,1,3,3,lost_cust
15674,True,1,3,3,lost_cust
16570,True,3,3,3,star_cust
568057,True,1,2,3,lost_cust
15796,True,3,3,3,star_cust
13365,True,2,2,3,problem_cust
15157,True,3,3,3,star_cust
553389,True,1,2,2,lost_cust
16438,True,3,3,2,star_cust
558066,True,1,2,2,lost_cust
17360,True,3,3,2,star_cust
14670,True,1,2,1,lost_cust
13115,True,3,3,3,star_cust
551340,True,1,2,2,lost_cust
14854,True,1,3,3,lost_cust
12357,False,2,1,3,lost_cust
15877,True,3,2,2,new_cust
14382,True,2,1,2,lost_cust
15996,True,1,3,2,lost_cust
17180,True,1,3,2,lost_cust
16076,True,3,3,3,star_cust
16367,True,2,2,2,problem_cust
16918,True,2,3,2,problem_cust
17685,True,3,3,3,star_cust
13576,True,3,3,3,star_cust
14844,True,1,3,3,lost_cust
14465,True,1,3,2,lost_cust
12935,True,3,3,3,star_cust
14341,True,2,3,3,problem_cust
16987,True,3,3,3,star_cust
569137,True,1,2,3,lost_cust
13593,True,1,3,3,lost_cust
16869,True,3,3,2,star_cust
543345,True,1,1,2,lost_cust
12598,False,3,3,3,star_cust
16735,True,1,3,3,lost_cust
543097,True,1,1,2,lost_cust
15012,True,1,2,2,lost_cust
17368,True,3,3,3,star_cust
12712,False,2,3,3,problem_cust
14930,False,1,3,3,lost_cust
13422,True,1,1,3,lost_cust
16376,True,3,2,2,new_cust
15720,True,2,1,2,lost_cust
15872,True,3,2,2,new_cust
18044,True,3,3,3,star_cust
15036,True,1,3,2,lost_cust
16170,True,2,3,3,problem_cust
17265,True,1,2,2,lost_cust
14657,True,3,3,2,star_cust
18079,True,2,3,3,problem_cust
541971,True,1,1,2,lost_cust
12360,False,2,2,3,problem_cust
566787,True,1,2,3,lost_cust
14626,True,2,3,3,problem_cust
14565,True,1,3,3,lost_cust
12456,False,2,2,3,problem_cust
15228,True,1,3,3,lost_cust
17696,True,2,3,3,problem_cust
540832,True,1,1,3,lost_cust
18231,True,1,3,3,lost_cust
15482,True,3,3,3,star_cust
12584,False,3,3,3,star_cust
12656,False,3,3,3,star_cust
16899,True,3,3,3,star_cust
13993,True,2,3,3,problem_cust
568411,True,1,2,3,lost_cust
15584,True,2,3,2,problem_cust
545078,True,1,1,2,lost_cust
17092,True,2,3,3,problem_cust
15494,True,3,2,3,star_cust
13908,True,1,3,3,lost_cust
12397,False,2,2,3,problem_cust
14878,True,3,3,3,star_cust
16261,True,3,3,2,star_cust
17629,True,3,3,3,star_cust
14107,True,2,3,3,problem_cust
14418,True,3,3,3,star_cust
13548,True,1,2,2,lost_cust
551719,True,1,2,2,lost_cust
17287,True,2,3,2,problem_cust
17259,True,1,2,2,lost_cust
18016,True,2,3,3,problem_cust
14577,True,3,3,2,star_cust
15819,True,2,3,3,problem_cust
16706,True,2,3,2,problem_cust
14321,True,3,3,3,star_cust
14309,True,3,3,3,star_cust
16875,True,1,3,3,lost_cust
14493,True,3,3,3,star_cust
16652,True,1,3,3,lost_cust
16253,True,1,2,3,lost_cust
13014,True,3,3,3,star_cust
12838,True,2,2,2,problem_cust
12901,True,3,3,3,star_cust
18257,True,2,3,3,problem_cust
537643,True,1,1,3,lost_cust
16210,True,3,3,3,star_cust
13159,True,3,3,3,star_cust
15410,True,1,3,3,lost_cust
15965,True,3,3,2,star_cust
543985,True,1,1,2,lost_cust
18043,True,2,3,2,problem_cust
17109,True,2,3,2,problem_cust
13552,True,1,3,3,lost_cust
12556,False,2,2,2,problem_cust
14825,True,3,3,3,star_cust
558068,True,1,2,3,lost_cust
16801,True,1,3,2,lost_cust
537642,True,1,1,3,lost_cust
15251,True,3,3,3,star_cust
557645,True,1,2,2,lost_cust
16985,True,3,3,3,star_cust
16293,True,3,3,3,star_cust
15060,True,3,3,1,new_cust
538153,True,1,1,3,lost_cust
545713,True,1,1,3,lost_cust
17722,True,1,3,3,lost_cust
12937,True,3,3,3,star_cust
13771,True,1,3,3,lost_cust
13344,True,1,2,3,lost_cust
13199,True,3,3,3,star_cust
13895,True,2,3,3,problem_cust
16628,True,2,3,3,problem_cust
15932,True,3,3,3,star_cust
14898,True,3,3,3,star_cust
15641,True,1,3,3,lost_cust
15800,True,1,2,2,lost_cust
18180,True,3,3,3,star_cust
17682,True,3,3,3,star_cust
12518,False,3,3,3,star_cust
15220,True,2,3,3,problem_cust
12948,True,3,3,3,star_cust
12578,False,3,2,3,star_cust
13870,True,3,3,3,star_cust
14232,True,2,3,3,problem_cust
14224,True,1,3,2,lost_cust
16324,True,1,3,2,lost_cust
13725,True,2,3,3,problem_cust
14211,True,2,3,3,problem_cust
539708,True,1,1,2,lost_cust
16143,True,3,3,3,star_cust
12423,False,3,3,3,star_cust
15716,True,1,3,2,lost_cust
14360,True,2,3,3,problem_cust
566985,True,1,2,3,lost_cust
16126,True,2,3,3,problem_cust
12726,False,2,3,3,problem_cust
17884,True,3,3,2,star_cust
15376,True,2,3,3,problem_cust
544776,True,1,1,3,lost_cust
15704,True,1,3,3,lost_cust
13758,True,3,3,3,star_cust
14665,True,1,3,3,lost_cust
13510,True,3,3,3,star_cust
16841,True,2,3,3,problem_cust
15665,True,1,2,3,lost_cust
555149,True,1,2,2,lost_cust
16369,True,3,3,3,star_cust
17667,True,1,3,3,lost_cust
17272,True,2,3,3,problem_cust
17406,True,1,3,3,lost_cust
16672,True,3,3,3,star_cust
573601,True,2,2,3,problem_cust
12840,True,1,3,3,lost_cust
14239,True,2,3,3,problem_cust
15002,True,1,3,3,lost_cust
13782,True,3,3,2,star_cust
13982,True,2,3,3,problem_cust
17088,True,2,3,3,problem_cust
17672,True,2,2,3,problem_cust
17897,True,1,3,2,lost_cust
14700,True,2,3,3,problem_cust
12647,False,3,3,3,star_cust
12854,True,1,2,3,lost_cust
18219,True,3,3,3,star_cust
15549,True,1,3,3,lost_cust
16201,True,3,3,3,star_cust
15563,True,3,3,3,star_cust
13854,True,3,3,3,star_cust
12409,False,1,2,3,lost_cust
14544,True,2,2,3,problem_cust
12594,False,2,3,3,problem_cust
15054,True,3,2,1,star_cust
15901,True,3,3,2,star_cust
13890,True,3,3,3,star_cust
14553,True,3,3,2,star_cust
14640,True,2,3,3,problem_cust
16515,True,2,3,3,problem_cust
540355,True,1,1,3,lost_cust
15983,True,3,3,2,star_cust
18034,True,3,2,2,new_cust
13481,True,2,3,3,problem_cust
17289,True,2,3,2,problem_cust
14258,True,3,3,3,star_cust
15093,True,3,3,3,star_cust
13077,True,3,3,2,star_cust
13983,True,2,3,3,problem_cust
13658,True,3,3,3,star_cust
14245,True,1,2,3,lost_cust
544214,True,1,1,3,lost_cust
17254,True,3,2,1,new_cust
15810,True,1,3,3,lost_cust
538149,True,1,1,3,lost_cust
14250,True,3,3,3,star_cust
15241,True,1,3,3,lost_cust
17461,True,3,3,2,star_cust
15031,True,3,3,2,star_cust
17459,True,2,2,2,problem_cust
17797,True,3,3,2,star_cust
16456,True,1,3,3,lost_cust
14062,True,3,3,3,star_cust
14541,True,1,3,3,lost_cust
15172,True,3,3,3,star_cust
15128,True,1,3,3,lost_cust
17381,True,3,3,3,star_cust
15214,True,3,3,3,star_cust
553393,True,1,2,2,lost_cust
14305,True,1,3,3,lost_cust
538148,True,1,1,3,lost_cust
13196,True,3,3,3,star_cust
17491,True,3,3,3,star_cust
16374,True,1,2,2,lost_cust
15679,True,2,3,2,problem_cust
16358,True,3,3,3,star_cust
13320,True,1,3,3,lost_cust
14837,True,1,3,3,lost_cust
539737,True,1,1,3,lost_cust
12916,True,1,3,3,lost_cust
16434,True,2,3,3,problem_cust
16379,True,3,3,3,star_cust
17886,True,2,3,2,problem_cust
12965,True,1,1,2,lost_cust
12560,False,3,2,3,star_cust
16284,True,2,2,2,problem_cust
14215,True,3,3,3,star_cust
16279,True,3,3,3,star_cust
14451,True,1,2,2,lost_cust
13327,True,2,3,3,problem_cust
18097,True,3,3,3,star_cust
12843,True,1,3,3,lost_cust
15291,True,2,3,3,problem_cust
15530,True,3,3,3,star_cust
14292,True,3,3,3,star_cust
12406,False,3,2,3,star_cust
13224,True,1,2,3,lost_cust
12408,False,2,3,3,problem_cust
541871,True,1,1,2,lost_cust
13659,True,1,2,3,lost_cust
14161,True,1,3,2,lost_cust
13715,True,1,3,2,lost_cust
17705,True,3,3,3,star_cust
14408,True,3,3,3,star_cust
12610,False,3,3,3,star_cust
543237,True,1,1,3,lost_cust
12933,True,2,2,2,problem_cust
13309,True,3,3,3,star_cust
14504,True,2,3,2,problem_cust
17321,True,3,2,2,star_cust
12868,True,1,3,3,lost_cust
14257,True,1,3,3,lost_cust
17451,True,3,3,3,star_cust
14217,True,3,3,3,star_cust
12432,False,2,3,3,problem_cust
16571,True,2,3,3,problem_cust
15321,True,1,3,3,lost_cust
17555,True,3,2,2,star_cust
12523,False,3,3,3,star_cust
16361,True,3,3,2,star_cust
15880,True,1,1,1,lost_cust
537645,True,1,1,3,lost_cust
13012,True,3,3,3,star_cust
15123,True,3,2,3,star_cust
17512,True,2,3,3,problem_cust
14607,True,3,3,3,star_cust
13134,True,1,3,3,lost_cust
17236,True,3,3,2,star_cust
17162,True,2,3,3,problem_cust
14093,True,3,1,2,new_cust
17768,True,3,3,3,star_cust
543713,True,1,1,3,lost_cust
18241,True,3,3,3,star_cust
14404,True,2,3,3,problem_cust
17964,True,2,2,2,problem_cust
16912,True,2,3,3,problem_cust
13875,True,1,3,3,lost_cust
18235,True,1,3,3,lost_cust
15465,True,3,3,3,star_cust
15620,True,1,3,3,lost_cust
15594,True,3,3,3,star_cust
15068,True,2,2,2,problem_cust
13421,True,2,2,3,problem_cust
17214,True,1,3,2,lost_cust
543448,True,1,1,3,lost_cust
14315,True,2,3,3,problem_cust
14210,True,1,3,3,lost_cust
12940,True,1,2,2,lost_cust
12947,True,1,3,3,lost_cust
13435,True,3,3,3,star_cust
13717,True,2,3,2,problem_cust
15164,True,1,3,2,lost_cust
16003,True,2,3,3,problem_cust
15950,True,2,3,3,problem_cust
15953,True,3,3,3,star_cust
14290,True,3,3,3,star_cust
12747,True,3,3,3,star_cust
15573,True,2,2,2,problem_cust
17800,True,2,3,3,problem_cust
14651,True,1,2,2,lost_cust
16418,True,2,3,2,problem_cust
17864,True,3,3,2,star_cust
12782,False,3,3,3,star_cust
14595,True,3,3,3,star_cust
16066,True,3,3,3,star_cust
15106,True,3,3,3,star_cust
14759,True,3,3,3,star_cust
17290,True,3,2,2,new_cust
17043,True,2,3,3,problem_cust
14866,True,3,3,3,star_cust
16806,True,1,3,2,lost_cust
17159,True,3,3,3,star_cust
14675,True,3,1,2,new_cust
16383,True,1,2,2,lost_cust
13849,True,2,2,3,problem_cust
14515,True,3,3,3,star_cust
12380,False,3,3,3,star_cust
12931,True,3,3,3,star_cust
14584,True,1,3,2,lost_cust
574941,True,2,2,3,problem_cust
16892,True,3,3,2,star_cust
13271,True,2,1,1,lost_cust
554956,True,1,2,3,lost_cust
16885,True,3,3,2,star_cust
16023,True,2,3,2,problem_cust
15105,True,3,3,3,star_cust
12615,False,3,3,3,star_cust
17061,True,1,3,3,lost_cust
16031,True,1,2,2,lost_cust
14543,True,2,3,3,problem_cust
15113,True,3,3,3,star_cust
16960,True,2,3,2,problem_cust
15411,True,2,3,3,problem_cust
16394,True,1,3,3,lost_cust
13637,True,2,2,2,problem_cust
12388,False,3,3,3,star_cust
17614,True,1,1,2,lost_cust
12391,False,3,1,2,new_cust
13467,True,3,2,2,star_cust
18178,True,1,3,3,lost_cust
16455,True,1,3,3,lost_cust
12633,False,1,3,3,lost_cust
16168,True,3,3,3,star_cust
12635,False,1,2,3,lost_cust
576365,True,2,2,3,problem_cust
15505,True,2,3,3,problem_cust
14664,True,3,2,2,star_cust
17738,True,3,3,3,star_cust
13601,True,2,2,2,problem_cust
13030,True,3,2,2,star_cust
15237,True,3,3,3,star_cust
18252,True,2,2,2,problem_cust
551468,True,1,2,2,lost_cust
15976,True,1,2,2,lost_cust
13546,True,3,2,2,star_cust
13650,True,3,3,3,star_cust
15799,True,1,3,2,lost_cust
15334,True,1,3,2,lost_cust
13607,True,2,1,2,lost_cust
14507,True,2,3,3,problem_cust
16674,True,1,2,1,lost_cust
14871,True,3,3,2,star_cust
14901,True,3,3,3,star_cust
14414,True,1,3,3,lost_cust
12669,False,1,2,3,lost_cust
15048,True,1,3,2,lost_cust
17042,True,3,3,2,star_cust
14443,True,1,3,3,lost_cust
16805,True,1,2,2,lost_cust
12684,False,3,3,3,star_cust
16618,True,2,3,3,problem_cust
16221,True,2,3,2,problem_cust
12758,False,1,2,3,lost_cust
15850,True,3,2,1,star_cust
15981,True,2,3,3,problem_cust
13379,True,2,2,2,problem_cust
16205,True,2,3,2,problem_cust
15201,True,1,3,2,lost_cust
16496,True,3,3,3,star_cust
16495,True,3,3,2,star_cust
16372,True,2,2,2,problem_cust
16224,True,1,3,3,lost_cust
13822,True,3,2,2,star_cust
17198,True,2,3,2,problem_cust
569415,True,1,2,3,lost_cust
14621,True,3,3,3,star_cust
17086,True,3,3,3,star_cust
15367,True,1,3,3,lost_cust
12438,False,3,2,3,star_cust
12865,False,2,2,3,problem_cust
12909,True,2,3,3,problem_cust
18036,True,2,3,2,problem_cust
16992,True,3,3,3,star_cust
12383,False,1,3,3,lost_cust
15146,True,1,2,3,lost_cust
16790,True,3,3,3,star_cust
15179,True,3,3,3,star_cust
16750,True,2,3,2,problem_cust
16817,True,3,3,3,star_cust
12963,True,3,3,3,star_cust
15370,True,2,3,3,problem_cust
16638,True,3,3,3,star_cust
12585,False,1,2,3,lost_cust
14397,True,3,3,3,star_cust
541869,True,1,1,2,lost_cust
566577,True,1,2,3,lost_cust
16012,True,2,3,3,problem_cust
17890,True,1,2,2,lost_cust
13850,True,1,1,3,lost_cust
17405,True,3,3,2,star_cust
17759,True,3,3,2,star_cust
12429,False,3,3,3,star_cust
13183,True,3,3,3,star_cust
17282,True,1,3,3,lost_cust
577150,True,3,2,3,new_cust
12826,True,3,3,3,star_cust
17917,True,2,3,1,problem_cust
13627,True,1,3,3,lost_cust
16353,True,3,3,3,star_cust
15660,True,2,3,3,problem_cust
17655,True,3,3,3,star_cust
16714,True,1,2,2,lost_cust
553148,False,1,2,3,lost_cust
14740,True,1,3,3,lost_cust
556080,True,1,2,3,lost_cust
17999,True,2,2,1,problem_cust
16245,True,2,3,3,problem_cust
551173,True,1,2,2,lost_cust
14038,True,1,3,3,lost_cust
13827,True,1,3,2,lost_cust
17754,True,3,3,3,star_cust
16906,True,1,3,2,lost_cust
15747,True,3,3,2,star_cust
16676,True,2,3,3,problem_cust
17052,True,2,1,2,lost_cust
15508,True,1,3,2,lost_cust
539738,True,1,1,3,lost_cust
13213,True,1,3,3,lost_cust
15154,True,1,1,1,lost_cust
17397,True,3,2,2,new_cust
13959,True,1,3,2,lost_cust
12759,False,2,2,3,problem_cust
15187,True,3,3,3,star_cust
16347,True,3,2,2,star_cust
17648,True,1,3,3,lost_cust
12988,True,1,1,1,lost_cust
14034,True,3,3,2,star_cust
16244,True,1,2,3,lost_cust
12620,False,3,2,3,star_cust
12847,True,3,1,2,new_cust
15721,True,3,1,2,new_cust
16979,True,3,3,3,star_cust
15606,True,1,3,3,lost_cust
541809,True,1,1,3,lost_cust
15952,True,2,3,2,problem_cust
15889,True,1,2,1,lost_cust
14748,True,2,3,3,problem_cust
13265,True,2,3,3,problem_cust
18092,True,3,3,3,star_cust
13357,True,1,1,2,lost_cust
17469,True,3,3,3,star_cust
548162,True,1,2,3,lost_cust
13695,True,2,3,3,problem_cust
546388,True,1,1,3,lost_cust
17932,True,2,3,3,problem_cust
16362,True,2,3,2,problem_cust
14336,True,3,3,3,star_cust
17663,True,2,3,3,problem_cust
16218,True,2,3,3,problem_cust
16009,True,3,3,2,star_cust
540238,True,1,1,2,lost_cust
18179,True,3,3,3,star_cust
17105,True,1,2,2,lost_cust
14467,True,3,3,2,star_cust
12670,False,3,3,3,star_cust
16153,True,2,3,3,problem_cust
12528,False,3,3,3,star_cust
542109,True,1,1,3,lost_cust
13590,True,3,3,3,star_cust
12576,False,2,3,3,problem_cust
17188,True,3,3,3,star_cust
16924,True,3,3,2,star_cust
16128,True,3,3,3,star_cust
13157,True,2,3,3,problem_cust
16762,True,3,3,3,star_cust
18230,True,3,3,3,star_cust
15700,True,1,2,2,lost_cust
15245,True,1,3,3,lost_cust
12625,False,1,2,3,lost_cust
17507,True,1,2,2,lost_cust
569414,True,1,2,3,lost_cust
17554,True,3,3,3,star_cust
