invoiceno,invoicedate
559678,2011-07-11 14:43:00
572520,2011-10-24 15:05:00
572918,2011-10-26 16:43:00
572910,2011-10-26 15:58:00
545036,2011-02-25 17:25:00
544110,2011-02-16 11:03:00
561686,2011-07-29 08:29:00
545019,2011-02-25 13:56:00
547370,2011-03-22 13:32:00
564715,2011-08-28 11:01:00
547705,2011-03-24 18:20:00
572889,2011-10-26 13:56:00
544940,2011-02-25 10:19:00
564090,2011-08-23 09:53:00
564091,2011-08-23 09:57:00
559629,2011-07-11 11:58:00
573579,2011-10-31 14:19:00
561007,2011-07-22 15:21:00
564315,2011-08-24 13:07:00
560724,2011-07-20 13:55:00
543161,2011-02-03 17:01:00
563661,2011-08-18 11:23:00
578518,2011-11-24 13:54:00
547987,2011-03-29 09:11:00
563550,2011-08-17 12:50:00
565453,2011-09-04 16:05:00
546015,2011-03-08 16:48:00
546760,2011-03-16 14:00:00
546684,2011-03-16 09:47:00
560807,2011-07-21 10:44:00
565439,2011-09-04 13:56:00
548169,2011-03-29 13:48:00
580753,2011-12-06 10:00:00
560292,2011-07-18 10:19:00
543342,2011-02-07 12:27:00
572281,2011-10-23 11:10:00
540849,2011-01-12 09:33:00
560285,2011-07-18 09:21:00
565420,2011-09-04 12:09:00
540827,2011-01-11 14:15:00
543094,2011-02-03 11:28:00
546215,2011-03-10 11:52:00
573358,2011-10-30 12:46:00
560691,2011-07-20 12:00:00
546172,2011-03-10 10:32:00
558887,2011-07-04 15:26:00
565737,2011-09-06 12:27:00
543369,2011-02-07 14:49:00
563571,2011-08-17 14:58:00
543124,2011-02-03 14:15:00
563352,2011-08-15 14:32:00
565410,2011-09-04 11:17:00
573314,2011-10-28 17:26:00
563502,2011-08-17 08:50:00
563505,2011-08-17 09:45:00
560212,2011-07-15 14:58:00
571548,2011-10-18 07:56:00
541005,2011-01-13 10:39:00
560566,2011-07-19 13:45:00
546541,2011-03-14 15:11:00
545991,2011-03-08 13:12:00
546427,2011-03-13 14:29:00
560547,2011-07-19 12:39:00
560875,2011-07-21 15:12:00
541286,2011-01-17 13:08:00
559660,2011-07-11 13:19:00
551809,2011-05-04 11:32:00
551731,2011-05-04 09:57:00
561704,2011-07-29 11:07:00
537446,2010-12-07 09:13:00
539256,2010-12-16 14:27:00
576518,2011-11-15 12:25:00
562157,2011-08-03 11:44:00
567076,2011-09-16 12:27:00
542085,2011-01-25 12:33:00
544659,2011-02-22 13:20:00
550138,2011-04-14 14:02:00
560701,2011-07-20 12:45:00
568645,2011-09-28 11:38:00
554860,2011-05-27 10:20:00
557145,2011-06-17 10:43:00
571905,2011-10-19 14:51:00
537484,2010-12-07 11:30:00
578057,2011-11-22 15:05:00
550327,2011-04-17 13:07:00
542006,2011-01-25 11:20:00
554937,2011-05-27 13:32:00
572909,2011-10-26 15:48:00
555508,2011-06-03 16:45:00
537464,2010-12-07 10:14:00
537159,2010-12-05 13:17:00
560689,2011-07-20 11:55:00
560694,2011-07-20 12:05:00
567635,2011-09-21 13:41:00
546486,2011-03-14 11:41:00
561774,2011-07-29 12:41:00
579155,2011-11-28 13:37:00
567798,2011-09-22 12:00:00
559548,2011-07-10 15:17:00
568910,2011-09-29 13:39:00
566930,2011-09-15 15:26:00
561967,2011-08-01 13:11:00
539243,2010-12-16 13:21:00
544656,2011-02-22 13:02:00
560584,2011-07-19 15:38:00
544792,2011-02-23 12:37:00
540242,2011-01-05 15:30:00
547379,2011-03-22 15:13:00
568878,2011-09-29 12:34:00
544646,2011-02-22 12:06:00
568798,2011-09-29 10:23:00
568794,2011-09-29 10:10:00
576603,2011-11-15 15:22:00
549984,2011-04-13 15:57:00
540240,2011-01-05 15:09:00
564632,2011-08-26 11:58:00
555279,2011-06-01 17:42:00
574671,2011-11-06 12:23:00
546220,2011-03-10 12:16:00
544645,2011-02-22 11:58:00
542239,2011-01-26 14:35:00
540348,2011-01-06 13:56:00
579125,2011-11-28 12:19:00
544913,2011-02-24 15:26:00
546364,2011-03-11 11:33:00
546678,2011-03-15 16:39:00
549743,2011-04-12 10:05:00
566057,2011-09-08 15:16:00
561648,2011-07-28 15:21:00
550914,2011-04-21 13:29:00
556103,2011-06-08 16:18:00
557473,2011-06-20 13:28:00
556513,2011-06-13 10:45:00
567915,2011-09-22 17:15:00
565198,2011-09-01 16:18:00
538886,2010-12-14 16:07:00
574936,2011-11-07 17:06:00
556517,2011-06-13 10:52:00
574837,2011-11-07 11:33:00
565765,2011-09-06 14:19:00
549570,2011-04-10 15:19:00
574951,2011-11-08 09:44:00
574956,2011-11-08 09:54:00
573266,2011-10-28 12:40:00
537825,2010-12-08 14:36:00
570862,2011-10-12 15:35:00
561295,2011-07-26 12:28:00
545419,2011-03-02 14:16:00
571304,2011-10-17 09:37:00
561051,2011-07-24 13:11:00
557274,2011-06-19 11:44:00
567975,2011-09-23 10:25:00
578285,2011-11-23 13:57:00
571307,2011-10-17 10:10:00
541413,2011-01-17 16:14:00
573183,2011-10-28 11:33:00
571559,2011-10-18 09:32:00
577082,2011-11-17 15:31:00
556244,2011-06-09 16:08:00
573149,2011-10-27 19:56:00
567457,2011-09-20 12:18:00
580600,2011-12-05 11:13:00
557330,2011-06-20 10:20:00
574901,2011-11-07 15:15:00
557427,2011-06-20 12:14:00
546910,2011-03-17 19:46:00
541268,2011-01-17 10:52:00
541491,2011-01-18 14:04:00
571601,2011-10-18 10:53:00
549646,2011-04-11 11:51:00
573666,2011-10-31 16:24:00
561320,2011-07-26 12:57:00
565751,2011-09-06 12:56:00
564750,2011-08-30 09:36:00
555647,2011-06-06 13:43:00
541859,2011-01-23 15:34:00
576841,2011-11-16 15:26:00
574353,2011-11-04 10:46:00
555642,2011-06-06 13:18:00
549317,2011-04-08 09:58:00
551426,2011-04-28 14:39:00
567882,2011-09-22 15:03:00
567881,2011-09-22 14:59:00
575074,2011-11-08 13:11:00
561631,2011-07-28 14:27:00
550352,2011-04-18 10:21:00
551548,2011-05-03 09:44:00
568051,2011-09-23 12:40:00
557676,2011-06-22 10:28:00
560270,2011-07-17 14:42:00
568568,2011-09-28 08:48:00
557147,2011-06-17 10:51:00
541842,2011-01-23 12:07:00
551346,2011-04-28 09:12:00
546017,2011-03-08 17:23:00
560776,2011-07-21 08:44:00
560250,2011-07-17 12:31:00
551163,2011-04-26 15:52:00
561330,2011-07-26 14:03:00
578943,2011-11-27 13:35:00
560783,2011-07-21 10:24:00
559918,2011-07-13 15:29:00
576865,2011-11-16 16:08:00
549520,2011-04-08 15:19:00
546737,2011-03-16 11:52:00
571697,2011-10-18 14:49:00
567484,2011-09-20 13:52:00
568311,2011-09-26 12:53:00
549915,2011-04-13 09:32:00
565416,2011-09-04 12:00:00
551293,2011-04-27 14:28:00
568327,2011-09-26 14:02:00
576855,2011-11-16 15:51:00
545238,2011-03-01 11:02:00
564654,2011-08-26 14:29:00
570719,2011-10-12 10:45:00
575698,2011-11-10 16:51:00
554371,2011-05-24 10:42:00
552638,2011-05-10 13:00:00
543468,2011-02-08 14:45:00
579550,2011-11-30 10:48:00
553462,2011-05-17 10:57:00
566314,2011-09-12 09:57:00
563551,2011-08-17 13:04:00
579393,2011-11-29 12:07:00
536943,2010-12-03 12:11:00
569638,2011-10-05 12:15:00
577834,2011-11-22 10:21:00
554365,2011-05-24 10:22:00
542647,2011-01-31 11:46:00
542634,2011-01-31 10:42:00
575944,2011-11-13 11:46:00
569901,2011-10-06 16:20:00
536597,2010-12-01 17:35:00
547672,2011-03-24 13:54:00
554491,2011-05-24 13:50:00
574262,2011-11-03 14:05:00
577816,2011-11-22 09:17:00
548259,2011-03-30 11:12:00
547669,2011-03-24 13:37:00
544292,2011-02-17 12:33:00
539766,2010-12-22 11:11:00
552468,2011-05-09 15:33:00
562450,2011-08-05 08:40:00
539337,2010-12-17 10:46:00
552643,2011-05-10 13:24:00
554280,2011-05-23 13:35:00
547709,2011-03-24 18:43:00
575701,2011-11-10 16:59:00
574097,2011-11-03 09:56:00
547793,2011-03-25 12:10:00
579750,2011-11-30 14:42:00
536404,2010-12-01 11:29:00
575969,2011-11-13 12:47:00
548158,2011-03-29 13:28:00
579629,2011-11-30 12:16:00
575965,2011-11-13 12:32:00
542867,2011-02-01 12:22:00
547801,2011-03-25 12:57:00
566266,2011-09-11 13:22:00
579605,2011-11-30 12:01:00
566283,2011-09-11 14:34:00
558420,2011-06-29 11:46:00
540015,2011-01-04 11:40:00
570224,2011-10-09 13:15:00
558328,2011-06-28 12:09:00
562712,2011-08-08 15:00:00
539455,2010-12-17 17:17:00
544070,2011-02-15 14:19:00
552886,2011-05-12 10:18:00
558738,2011-07-01 15:35:00
566669,2011-09-14 11:36:00
566582,2011-09-13 13:49:00
575842,2011-11-11 12:01:00
539722,2010-12-21 13:45:00
574273,2011-11-03 14:33:00
552304,2011-05-08 15:15:00
553146,2011-05-13 13:52:00
578044,2011-11-22 14:41:00
566477,2011-09-13 09:03:00
553060,2011-05-13 10:44:00
572231,2011-10-21 14:41:00
569833,2011-10-06 12:56:00
558630,2011-06-30 18:07:00
566781,2011-09-15 10:11:00
558757,2011-07-03 12:22:00
569673,2011-10-05 13:58:00
554638,2011-05-25 11:59:00
570096,2011-10-07 11:58:00
570102,2011-10-07 12:17:00
575500,2011-11-10 09:57:00
548257,2011-03-30 10:54:00
563735,2011-08-18 18:15:00
575576,2011-11-10 11:45:00
569919,2011-10-06 17:08:00
563626,2011-08-18 10:31:00
547919,2011-03-28 12:52:00
572311,2011-10-23 15:45:00
577141,2011-11-18 09:11:00
563253,2011-08-15 12:04:00
552869,2011-05-12 08:41:00
556481,2011-06-12 13:00:00
574081,2011-11-02 16:37:00
565116,2011-09-01 11:30:00
576077,2011-11-13 16:22:00
581220,2011-12-08 09:39:00
574080,2011-11-02 16:29:00
549553,2011-04-10 12:22:00
545324,2011-03-01 14:58:00
543108,2011-02-03 12:37:00
571486,2011-10-17 14:59:00
564319,2011-08-24 13:18:00
542928,2011-02-02 10:22:00
576121,2011-11-14 10:38:00
543600,2011-02-10 13:19:00
549561,2011-04-10 13:36:00
561242,2011-07-26 11:05:00
576099,2011-11-14 10:28:00
536643,2010-12-02 11:57:00
572095,2011-10-20 15:15:00
541709,2011-01-21 11:09:00
537762,2010-12-08 12:01:00
559881,2011-07-13 11:33:00
575705,2011-11-10 17:06:00
560276,2011-07-17 15:11:00
576846,2011-11-16 15:35:00
567470,2011-09-20 12:39:00
560856,2011-07-21 13:06:00
574368,2011-11-04 10:59:00
565730,2011-09-06 12:02:00
567928,2011-09-22 17:31:00
550525,2011-04-19 10:19:00
571411,2011-10-17 12:33:00
569722,2011-10-06 09:31:00
571217,2011-10-14 13:24:00
568316,2011-09-26 13:21:00
536539,2010-12-01 14:03:00
563706,2011-08-18 14:48:00
560211,2011-07-15 14:34:00
541795,2011-01-21 13:47:00
567944,2011-09-22 19:54:00
545933,2011-03-08 12:04:00
559138,2011-07-06 13:35:00
546990,2011-03-18 12:59:00
565994,2011-09-08 11:46:00
553347,2011-05-16 12:59:00
567967,2011-09-23 09:39:00
559095,2011-07-06 10:49:00
561208,2011-07-25 16:39:00
551016,2011-04-26 11:09:00
550480,2011-04-18 14:05:00
569640,2011-10-05 12:25:00
553386,2011-05-16 16:22:00
541504,2011-01-18 15:37:00
579881,2011-11-30 17:22:00
537889,2010-12-09 10:04:00
560778,2011-07-21 09:30:00
548484,2011-03-31 12:43:00
549903,2011-04-12 16:19:00
548511,2011-03-31 15:43:00
547925,2011-03-28 13:57:00
559042,2011-07-05 15:34:00
546079,2011-03-09 11:05:00
560041,2011-07-14 14:46:00
574502,2011-11-04 13:16:00
548490,2011-03-31 13:13:00
539477,2010-12-19 14:58:00
550785,2011-04-20 14:02:00
553919,2011-05-20 08:41:00
550468,2011-04-18 13:43:00
578325,2011-11-23 17:43:00
569834,2011-10-06 13:00:00
581471,2011-12-08 19:29:00
578324,2011-11-23 17:32:00
553913,2011-05-19 19:47:00
563070,2011-08-11 15:34:00
545821,2011-03-07 12:50:00
550662,2011-04-20 09:29:00
545515,2011-03-03 12:06:00
547888,2011-03-28 09:59:00
541590,2011-01-19 14:50:00
541216,2011-01-14 13:52:00
540530,2011-01-09 14:02:00
577403,2011-11-20 10:15:00
571652,2011-10-18 12:17:00
576098,2011-11-14 10:01:00
552963,2011-05-12 12:57:00
580360,2011-12-02 16:14:00
540687,2011-01-10 17:18:00
579510,2011-11-29 16:44:00
576069,2011-11-13 15:57:00
559948,2011-07-14 10:41:00
568047,2011-09-23 12:27:00
554015,2011-05-20 13:14:00
567429,2011-09-20 11:39:00
539743,2010-12-21 15:20:00
543486,2011-02-09 10:24:00
542934,2011-02-02 11:01:00
565419,2011-09-04 12:07:00
581419,2011-12-08 15:03:00
539586,2010-12-20 13:08:00
553211,2011-05-16 09:40:00
560824,2011-07-21 11:23:00
563771,2011-08-19 11:17:00
562999,2011-08-11 11:51:00
538868,2010-12-14 14:42:00
558073,2011-06-24 16:21:00
572562,2011-10-25 09:07:00
547401,2011-03-22 17:00:00
566091,2011-09-09 10:37:00
557889,2011-06-23 13:51:00
555201,2011-06-01 12:10:00
576581,2011-11-15 14:15:00
566760,2011-09-14 16:36:00
568900,2011-09-29 13:21:00
554556,2011-05-25 10:11:00
540359,2011-01-06 15:29:00
557069,2011-06-16 15:22:00
560576,2011-07-19 14:59:00
566234,2011-09-11 11:08:00
578511,2011-11-24 13:27:00
562035,2011-08-02 09:29:00
544670,2011-02-22 15:22:00
566087,2011-09-09 10:24:00
548178,2011-03-29 14:35:00
548740,2011-04-04 11:34:00
547372,2011-03-22 13:46:00
572655,2011-10-25 12:20:00
579131,2011-11-28 12:33:00
544181,2011-02-16 14:56:00
540838,2011-01-11 15:13:00
561794,2011-07-29 13:11:00
559864,2011-07-13 10:38:00
C547725,2011-03-25 10:43:00
544167,2011-02-16 13:14:00
576651,2011-11-16 10:37:00
544943,2011-02-25 10:39:00
551821,2011-05-04 12:20:00
577522,2011-11-20 13:23:00
571726,2011-10-19 09:00:00
541014,2011-01-13 11:54:00
546530,2011-03-14 13:25:00
567793,2011-09-22 11:40:00
556927,2011-06-15 14:47:00
552257,2011-05-08 11:08:00
580511,2011-12-04 13:54:00
572751,2011-10-25 17:21:00
557013,2011-06-16 12:05:00
553509,2011-05-17 13:44:00
554929,2011-05-27 13:16:00
562200,2011-08-03 12:21:00
562199,2011-08-03 12:20:00
567700,2011-09-22 09:33:00
563522,2011-08-17 10:59:00
575339,2011-11-09 14:29:00
559401,2011-07-08 10:49:00
562146,2011-08-03 10:45:00
564200,2011-08-23 17:37:00
554651,2011-05-25 12:55:00
562393,2011-08-04 16:17:00
544337,2011-02-18 08:34:00
566179,2011-09-09 12:42:00
558043,2011-06-24 13:28:00
558028,2011-06-24 11:39:00
559528,2011-07-10 11:34:00
538453,2010-12-12 12:26:00
563448,2011-08-16 14:28:00
572810,2011-10-26 11:08:00
569010,2011-09-30 07:36:00
569008,2011-09-29 18:53:00
555012,2011-05-31 10:43:00
571240,2011-10-14 14:55:00
575589,2011-11-10 12:05:00
560412,2011-07-18 14:32:00
569250,2011-10-03 10:18:00
553832,2011-05-19 11:38:00
549301,2011-04-08 08:24:00
545014,2011-02-25 13:15:00
568589,2011-09-28 10:27:00
573546,2011-10-31 13:13:00
557625,2011-06-21 14:23:00
550310,2011-04-17 11:04:00
544062,2011-02-15 13:19:00
554202,2011-05-23 12:14:00
536782,2010-12-02 15:18:00
573510,2011-10-31 12:21:00
571710,2011-10-18 15:54:00
555556,2011-06-05 14:04:00
567142,2011-09-16 14:55:00
579843,2011-11-30 16:21:00
549281,2011-04-07 13:19:00
572946,2011-10-27 10:36:00
567854,2011-09-22 13:37:00
577309,2011-11-18 13:14:00
541886,2011-01-24 11:21:00
541972,2011-01-24 13:58:00
562727,2011-08-09 09:26:00
567145,2011-09-16 15:09:00
544051,2011-02-15 12:40:00
570030,2011-10-07 10:44:00
579980,2011-12-01 11:16:00
545154,2011-02-28 13:09:00
571101,2011-10-13 15:49:00
554268,2011-05-23 12:59:00
555518,2011-06-05 10:58:00
549387,2011-04-08 11:33:00
576844,2011-11-16 15:33:00
569329,2011-10-03 13:03:00
570444,2011-10-10 14:38:00
536837,2010-12-02 18:15:00
566073,2011-09-08 19:58:00
555499,2011-06-03 15:31:00
536836,2010-12-02 18:08:00
578033,2011-11-22 13:42:00
542727,2011-01-31 15:09:00
557759,2011-06-22 13:52:00
570022,2011-10-07 10:21:00
547794,2011-03-25 12:13:00
548702,2011-04-03 11:36:00
546660,2011-03-15 14:32:00
546212,2011-03-10 11:33:00
546242,2011-03-10 13:07:00
541997,2011-01-25 10:38:00
574737,2011-11-06 15:53:00
549982,2011-04-13 15:52:00
571081,2011-10-13 15:23:00
539404,2010-12-17 12:24:00
546155,2011-03-10 08:29:00
560718,2011-07-20 13:30:00
569803,2011-10-06 11:48:00
565542,2011-09-05 12:06:00
574691,2011-11-06 13:17:00
540980,2011-01-12 15:22:00
556960,2011-06-16 09:28:00
571444,2011-10-17 13:44:00
567858,2011-09-22 13:50:00
569741,2011-10-06 10:52:00
579668,2011-11-30 12:32:00
543349,2011-02-07 13:13:00
567697,2011-09-22 08:41:00
553204,2011-05-15 16:13:00
581401,2011-12-08 13:43:00
556527,2011-06-13 11:33:00
543113,2011-02-03 13:06:00
550439,2011-04-18 12:17:00
578667,2011-11-24 17:10:00
573329,2011-10-30 11:19:00
538184,2010-12-10 10:21:00
575898,2011-11-11 15:08:00
538361,2010-12-10 16:36:00
565465,2011-09-05 09:46:00
543292,2011-02-07 11:15:00
567794,2011-09-22 11:41:00
546118,2011-03-09 14:14:00
553565,2011-05-18 09:01:00
572213,2011-10-21 12:44:00
565473,2011-09-05 10:27:00
538208,2010-12-10 11:39:00
550313,2011-04-17 11:21:00
560782,2011-07-21 10:10:00
543164,2011-02-03 19:32:00
543484,2011-02-09 10:11:00
546027,2011-03-09 08:09:00
556780,2011-06-14 12:46:00
553369,2011-05-16 14:30:00
550334,2011-04-17 14:09:00
553388,2011-05-16 16:36:00
554059,2011-05-20 16:25:00
556504,2011-06-13 08:47:00
554509,2011-05-24 15:45:00
542602,2011-01-30 12:09:00
552539,2011-05-10 10:17:00
544203,2011-02-17 10:30:00
579106,2011-11-28 11:42:00
557021,2011-06-16 12:55:00
568698,2011-09-28 14:57:00
575164,2011-11-08 16:55:00
576653,2011-11-16 10:45:00
572045,2011-10-20 12:11:00
580043,2011-12-01 12:25:00
542733,2011-01-31 15:35:00
580024,2011-12-01 11:51:00
544094,2011-02-16 09:11:00
554270,2011-05-23 13:05:00
561650,2011-07-28 15:31:00
555539,2011-06-05 12:44:00
572933,2011-10-27 10:15:00
572935,2011-10-27 10:26:00
579012,2011-11-28 09:43:00
545082,2011-02-28 10:37:00
564743,2011-08-28 15:17:00
572490,2011-10-24 13:59:00
572997,2011-10-27 11:24:00
552734,2011-05-11 10:49:00
580152,2011-12-02 10:22:00
541866,2011-01-24 09:25:00
543996,2011-02-15 10:46:00
551960,2011-05-05 12:38:00
576589,2011-11-15 14:29:00
562792,2011-08-09 14:18:00
544754,2011-02-23 10:58:00
575484,2011-11-09 17:02:00
576394,2011-11-15 10:32:00
542370,2011-01-27 13:23:00
552286,2011-05-08 13:07:00
579175,2011-11-28 14:39:00
552302,2011-05-08 14:59:00
569097,2011-09-30 12:06:00
537160,2010-12-05 13:18:00
564355,2011-08-24 15:12:00
562340,2011-08-04 12:05:00
542506,2011-01-28 12:06:00
564189,2011-08-23 15:34:00
554974,2011-05-27 17:14:00
569143,2011-09-30 15:04:00
537041,2010-12-05 10:36:00
562099,2011-08-02 13:46:00
570255,2011-10-10 09:41:00
555025,2011-05-31 11:21:00
537222,2010-12-05 16:00:00
555076,2011-05-31 12:11:00
572830,2011-10-26 11:36:00
555094,2011-05-31 13:17:00
572837,2011-10-26 12:01:00
552442,2011-05-09 13:03:00
562432,2011-08-04 17:38:00
562437,2011-08-04 17:58:00
572846,2011-10-26 12:14:00
575075,2011-11-08 13:19:00
555719,2011-06-06 15:31:00
545979,2011-03-08 12:30:00
541523,2011-01-19 10:09:00
573143,2011-10-27 17:56:00
563755,2011-08-19 10:58:00
571566,2011-10-18 10:19:00
563026,2011-08-11 14:04:00
553915,2011-05-19 19:51:00
550823,2011-04-21 09:36:00
561033,2011-07-24 11:40:00
569671,2011-10-05 13:54:00
561024,2011-07-24 10:35:00
561006,2011-07-22 15:02:00
556341,2011-06-10 11:36:00
565289,2011-09-02 11:43:00
556413,2011-06-10 12:01:00
563734,2011-08-18 18:11:00
560974,2011-07-22 11:55:00
580357,2011-12-02 16:07:00
556434,2011-06-10 14:06:00
560930,2011-07-22 10:23:00
573173,2011-10-28 10:10:00
538067,2010-12-09 13:59:00
538078,2010-12-09 14:25:00
579529,2011-11-30 08:50:00
550627,2011-04-19 14:36:00
553125,2011-05-13 12:13:00
569691,2011-10-05 15:09:00
569692,2011-10-05 15:17:00
538104,2010-12-09 15:16:00
568146,2011-09-25 11:33:00
561098,2011-07-25 10:56:00
568381,2011-09-27 09:24:00
537859,2010-12-08 16:11:00
564846,2011-08-30 15:16:00
564850,2011-08-30 16:43:00
C568879,2011-09-29 12:38:00
570217,2011-10-09 12:19:00
543981,2011-02-15 08:18:00
555746,2011-06-07 10:55:00
572472,2011-10-24 13:34:00
536732,2010-12-02 12:47:00
568318,2011-09-26 13:25:00
C538350,2010-12-10 15:01:00
561391,2011-07-27 09:59:00
562881,2011-08-10 10:57:00
541794,2011-01-21 13:21:00
572458,2011-10-24 12:51:00
C569989,2011-10-06 20:08:00
561331,2011-07-26 14:24:00
561322,2011-07-26 13:03:00
554076,2011-05-22 11:30:00
555949,2011-06-08 10:50:00
543804,2011-02-13 12:17:00
575729,2011-11-10 19:49:00
542923,2011-02-02 09:08:00
562960,2011-08-11 10:22:00
573116,2011-10-27 15:49:00
554013,2011-05-20 13:13:00
554009,2011-05-20 12:38:00
561106,2011-07-25 11:37:00
558770,2011-07-03 15:19:00
561099,2011-07-25 11:01:00
566013,2011-09-08 12:16:00
559106,2011-07-06 11:10:00
558058,2011-06-24 15:00:00
580737,2011-12-06 09:05:00
549017,2011-04-05 15:20:00
546638,2011-03-15 12:52:00
546636,2011-03-15 12:19:00
557480,2011-06-20 14:10:00
559543,2011-07-10 13:46:00
566922,2011-09-15 14:58:00
539761,2010-12-22 10:29:00
577476,2011-11-20 11:31:00
540539,2011-01-09 14:42:00
566092,2011-09-09 10:42:00
548450,2011-03-31 11:20:00
567300,2011-09-19 12:36:00
546622,2011-03-15 11:30:00
574317,2011-11-03 18:49:00
566972,2011-09-16 09:13:00
559607,2011-07-11 11:39:00
574479,2011-11-04 12:39:00
547993,2011-03-29 09:59:00
559937,2011-07-14 10:11:00
577795,2011-11-21 16:50:00
571273,2011-10-16 12:21:00
548370,2011-03-30 16:14:00
565665,2011-09-05 17:44:00
539468,2010-12-19 13:31:00
548916,2011-04-05 10:07:00
538903,2010-12-15 10:17:00
560079,2011-07-14 16:12:00
571062,2011-10-13 14:37:00
546771,2011-03-16 15:19:00
559305,2011-07-07 12:56:00
566730,2011-09-14 13:31:00
559310,2011-07-07 13:33:00
571231,2011-10-14 14:22:00
557289,2011-06-19 12:58:00
573367,2011-10-30 13:17:00
546751,2011-03-16 12:45:00
538714,2010-12-14 11:01:00
548737,2011-04-04 11:18:00
548742,2011-04-04 12:00:00
548745,2011-04-04 12:10:00
559909,2011-07-13 14:28:00
566238,2011-09-11 11:24:00
580972,2011-12-06 15:10:00
566788,2011-09-15 10:31:00
559168,2011-07-06 17:05:00
566790,2011-09-15 10:35:00
578335,2011-11-24 09:06:00
573763,2011-11-01 09:56:00
558089,2011-06-26 12:36:00
548567,2011-04-01 10:34:00
558437,2011-06-29 12:46:00
547567,2011-03-24 09:44:00
578098,2011-11-22 17:32:00
566560,2011-09-13 12:09:00
539395,2010-12-17 11:52:00
571290,2011-10-16 15:32:00
574343,2011-11-04 10:11:00
577502,2011-11-20 12:34:00
566041,2011-09-08 13:48:00
557622,2011-06-21 14:15:00
540402,2011-01-07 09:31:00
580757,2011-12-06 10:27:00
547100,2011-03-21 10:31:00
567200,2011-09-19 10:15:00
580514,2011-12-04 14:01:00
558704,2011-07-01 12:50:00
577813,2011-11-22 09:06:00
539041,2010-12-15 15:34:00
539610,2010-12-20 14:33:00
540954,2011-01-12 13:19:00
566017,2011-09-08 12:27:00
549550,2011-04-10 11:45:00
558647,2011-07-01 10:39:00
570883,2011-10-13 09:55:00
574340,2011-11-04 10:08:00
547055,2011-03-20 12:14:00
573772,2011-11-01 10:16:00
545314,2011-03-01 14:11:00
552444,2011-05-09 13:10:00
559814,2011-07-12 15:49:00
551268,2011-04-27 12:08:00
575601,2011-11-10 12:16:00
555566,2011-06-05 15:19:00
545699,2011-03-06 14:50:00
574529,2011-11-04 14:06:00
573002,2011-10-27 12:09:00
570252,2011-10-10 09:14:00
578277,2011-11-23 13:51:00
581451,2011-12-08 17:57:00
545105,2011-02-28 11:58:00
565261,2011-09-02 10:53:00
566220,2011-09-09 15:53:00
559922,2011-07-13 15:50:00
537081,2010-12-05 12:00:00
566821,2011-09-15 11:33:00
537077,2010-12-05 11:59:00
554770,2011-05-26 11:40:00
580317,2011-12-02 15:29:00
561605,2011-07-28 12:09:00
550768,2011-04-20 12:44:00
554695,2011-05-25 17:12:00
554702,2011-05-26 09:45:00
557315,2011-06-19 16:02:00
537023,2010-12-03 16:02:00
552457,2011-05-09 14:40:00
556429,2011-06-10 13:23:00
551349,2011-04-28 10:03:00
578040,2011-11-22 14:21:00
557281,2011-06-19 12:23:00
547689,2011-03-24 14:55:00
564950,2011-08-31 13:31:00
538814,2010-12-14 12:30:00
560203,2011-07-15 13:13:00
566721,2011-09-14 12:50:00
572561,2011-10-25 08:51:00
570664,2011-10-11 14:21:00
538810,2010-12-14 12:18:00
539338,2010-12-17 10:54:00
561473,2011-07-27 13:17:00
565381,2011-09-02 15:23:00
571310,2011-10-17 10:17:00
559865,2011-07-13 10:39:00
580050,2011-12-01 12:54:00
565801,2011-09-07 10:28:00
557293,2011-06-19 13:26:00
538832,2010-12-14 13:03:00
569211,2011-10-02 12:04:00
548909,2011-04-05 08:43:00
546843,2011-03-17 12:40:00
544299,2011-02-17 12:55:00
569217,2011-10-02 12:45:00
568392,2011-09-27 10:08:00
580193,2011-12-02 12:03:00
545868,2011-03-07 14:33:00
566035,2011-09-08 13:17:00
541291,2011-01-17 13:25:00
547030,2011-03-20 10:17:00
542612,2011-01-30 14:19:00
551385,2011-04-28 11:38:00
564303,2011-08-24 12:04:00
557771,2011-06-22 14:43:00
571912,2011-10-19 15:26:00
564640,2011-08-26 13:00:00
538894,2010-12-14 17:22:00
555263,2011-06-01 15:47:00
547219,2011-03-21 14:51:00
561891,2011-07-31 14:19:00
540533,2011-01-09 14:12:00
568204,2011-09-25 15:25:00
575214,2011-11-09 10:48:00
557885,2011-06-23 13:37:00
549576,2011-04-11 08:14:00
555523,2011-06-05 11:36:00
540536,2011-01-09 14:21:00
537850,2010-12-08 15:38:00
561147,2011-07-25 13:06:00
580664,2011-12-05 14:03:00
566124,2011-09-09 11:15:00
551885,2011-05-05 09:18:00
568708,2011-09-28 15:41:00
544465,2011-02-20 15:06:00
568174,2011-09-25 13:23:00
573556,2011-10-31 13:51:00
549559,2011-04-10 13:25:00
574326,2011-11-04 08:29:00
555420,2011-06-03 10:29:00
555516,2011-06-05 10:50:00
542003,2011-01-25 11:07:00
579100,2011-11-28 11:27:00
559930,2011-07-14 09:22:00
556023,2011-06-08 12:21:00
561797,2011-07-29 13:37:00
561798,2011-07-29 13:39:00
542001,2011-01-25 10:56:00
568177,2011-09-25 13:30:00
580650,2011-12-05 13:30:00
570646,2011-10-11 12:49:00
568210,2011-09-25 15:56:00
